course_id,title,platform,category,instructor,learning_product,level,duration,skills,rating,reviews,data_source,url
203,Mediation and Conflict Resolution,Coursera,Business,ESSEC Business School,Course,Intermediate,1 - 3 Months,"Conflict Management, Negotiation, Diplomacy, Labor Relations, Discussion Facilitation, Stakeholder Management, Communication, Active Listening, International Relations, Analysis",4.7,145,Curated,
204,IBM Generative AI Engineering,Coursera,Information Technology,IBM,Professional Certificate,Beginner,3 - 6 Months,"Generative AI, Data Wrangling, Unit Testing, Supervised Learning, Feature Engineering, ChatGPT, Keras (Neural Network Library), Unsupervised Learning, Natural Language Processing, Data Cleansing, Jupyter, Data Analysis, Deep Learning, Data Manipulation, PyTorch (Machine Learning Library), Data Transformation, Artificial Intelligence, Data Import/Export, Data Ethics, Exploratory Data Analysis",4.6,80000,Curated,
205,Data Engineering in AWS,Coursera,Data Science,Whizlabs,Course,Beginner,1 - 4 Weeks,"Data Collection, AWS SageMaker, Feature Engineering, Amazon Web Services, Data Migration, Data Cleansing, Jupyter, Dimensionality Reduction, Data Transformation, Machine Learning, Machine Learning Algorithms",4.8,17,Curated,
206,Introduction to Program Management,Coursera,Business,IBM,Course,Beginner,1 - 4 Weeks,"Loans, Lending and Underwriting, Blockchain, General Lending, Consumer Lending, Derivatives, Credit Risk, FinTech, Financial Systems, Market Liquidity, Financial Trading, Futures Exchange, Securities (Finance), Digital Assets, Finance, Liquidation, Market Data, Transaction Processing, Asset Management, Fixed Asset",4.7,101,Curated,
207,"Applied Plotting, Charting & Data Representation in Python",Coursera,Information Technology,University of Michigan,Course,Intermediate,1 - 4 Weeks,"Matplotlib, Plot (Graphics), Data Visualization Software, Interactive Data Visualization, Scientific Visualization, Visualization (Computer Graphics), Statistical Visualization, Graphing, Scatter Plots, Data Manipulation, Histogram, NumPy, Pandas (Python Package)",4.9,298,Curated,
208,The Digital Marketing Revolution,Coursera,Business,University of Illinois Urbana-Champaign,Course,Beginner,1 - 4 Weeks,"Marketing Management, Marketing, Strategic Marketing, Marketing Strategies, Consumer Behaviour, Global Marketing, Digital Transformation, MarTech, Digital Marketing, Analysis, Business Transformation, Innovation",4.9,771,Curated,
209,Continuous Inspection and Configuration Management - Jenkins,Coursera,Computer Science,LearnKartS,Course,Intermediate,1 - 4 Weeks,"Ansible, Infrastructure as Code (IaC), Jenkins, Continuous Integration, Gradle, Configuration Management, CI/CD, Code Coverage, Devops Tools, DevOps, Build Tools, Continuous Deployment, Application Deployment, Automation, Version Control",4.6,31,Curated,
210,Data Visualization in R with ggplot2,Coursera,Data Science,Johns Hopkins University,Course,Intermediate,1 - 4 Weeks,"Ggplot2, Scatter Plots, Plot (Graphics), Data Visualization, Data Visualization Software, Heat Maps, R Programming, Graphing, Data Wrangling, Graphics Software",4.7,109,Curated,
211,Microsoft Program Management,Coursera,Business,Microsoft,Professional Certificate,Beginner,3 - 6 Months,"Earned Value Management, Stakeholder Management, Program Management, Agile Project Management, Stakeholder Engagement, Project Management Office (PMO), Agile Methodology, Project Performance, Project Schedules, Virtual Teams, Team Building, Conflict Management, Team Management, Change Management, Project Management Life Cycle, Procurement, Cost Management, Return On Investment, Project Management Institute (PMI) Methodology, Teamwork",4.6,1100,Curated,
212,Consulting Presentations and Storytelling,Coursera,Business,Emory University,Course,Beginner,1 - 3 Months,"Focus Group, Qualitative Research, Discussion Facilitation, Survey Creation, Market Research, Research, Research Design, Data Collection, Analysis, Recruitment, Research Methodologies, Interviewing Skills, Recruitment Strategies, Report Writing",4.7,73,Curated,
213,Alteryx for Beginners,Coursera,Information Technology,Packt,Course,Beginner,3 - 6 Months,"Alteryx, Spatial Analysis, Data Transformation, Data Cleansing, Data Import/Export, Data Presentation, Data Manipulation, Geographic Information Systems, Data Visualization, Data Processing, Data Wrangling, Data Mapping, Data Compilation, Data Analysis, Data Integration, Automation",4.6,99,Curated,
214,Generalized Linear Models and Nonparametric Regression,Coursera,Data Science,University of Colorado Boulder,Course,Intermediate,1 - 4 Weeks,"Statistical Modeling, R Programming, Data Analysis, Data Ethics, Statistical Methods, Regression Analysis, Mathematical Modeling, Machine Learning, Statistical Inference, Probability Distribution",4.6,120,Curated,
215,Foundations of Hotel Budgeting and Forecasting,Coursera,Business,Starweaver,Course,Beginner,1 - 3 Months,"Advanced Analytics, Budget Management, Hospitality Management, Budgeting, Financial Forecasting, Hospitality, Variance Analysis, Cost Management, Operating Budget, Financial Data, Corporate Sustainability, Revenue Management, Demand Planning, Financial Analysis, Fiscal Management, Performance Analysis, Trend Analysis, Performance Improvement, Applied Machine Learning, Key Performance Indicators (KPIs)",4.8,492,Curated,
216,"IBM Deep Learning with PyTorch, Keras and Tensorflow",Coursera,Data Science,IBM,Professional Certificate,Intermediate,3 - 6 Months,"PyTorch (Machine Learning Library), Keras (Neural Network Library), Unsupervised Learning, Reinforcement Learning, Deep Learning, Data Manipulation, Tensorflow, Verification And Validation, Generative AI, Artificial Neural Networks, Data Processing, Predictive Modeling, Applied Machine Learning, Statistical Methods, Artificial Intelligence and Machine Learning (AI/ML), Data Import/Export, Artificial Intelligence, Machine Learning, Scientific Visualization, Computer Vision",4.5,3600,Curated,
217,Blockchain Revolution,Coursera,Computer Science,INSEAD,Specialization,Beginner,3 - 6 Months,"Blockchain, Digital Assets, Peer Review, FinTech, Business Transformation, Business Leadership, Governance, Market Opportunities, Strategic Leadership, Payment Systems, Technology Strategies, Digital Transformation, Business Analysis, Business, Competitive Analysis, Strategic Thinking, Business Strategy, Emerging Technologies, Public Key Infrastructure, Cryptography",4.7,3000,Curated,
218,Java Programming: Solving Problems with Software,Coursera,Computer Science,Duke University,Course,Beginner,1 - 3 Months,"Debugging, Java, Algorithms, Program Development, Programming Principles, Statistical Analysis, Software Design, Computer Programming, Integrated Development Environments, Data Processing, Data Manipulation, Object Oriented Programming (OOP), Data Analysis, Development Environment",4.6,8000,Curated,
219,Cloud Networking,Coursera,Computer Science,University of Illinois Urbana-Champaign,Course,Mixed,1 - 3 Months,"Cloud Infrastructure, Network Architecture, Computer Networking, Network Infrastructure, General Networking, Software-Defined Networking, Cloud Computing, Virtualization, Network Routing, TCP/IP, Wide Area Networks, Data Centers, Network Performance Management, Network Switches, Virtual Machines, Scalability",4.5,159,Curated,
220,Deep Learning for Computer Vision,Coursera,Information Technology,MathWorks,Specialization,Beginner,1 - 3 Months,"Computer Vision, Anomaly Detection, Image Analysis, Matlab, Deep Learning, Artificial Neural Networks, Applied Machine Learning, Application Deployment, PyTorch (Machine Learning Library), Data Visualization, Data Cleansing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Data Synthesis, Performance Tuning, Data Analysis, Machine Learning, Data Manipulation",4.7,561,Curated,
221,Introduction to Google SEO,Coursera,Business,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Persona Development, Search Engine Optimization, Web Analytics and SEO, Target Audience, Google Analytics, Digital Marketing, User Research, Content Strategy, Web Content, Marketing Strategy and Techniques, Social Media Strategy",4.9,17000,Curated,
222,Generative AI: Impact on Business and Society,Coursera,Data Science,University of Michigan,Course,Beginner,1 - 4 Weeks,"Consumer Behaviour, Business Risk Management, Business Operations, Risk Analysis, Generative AI, Socioeconomics, Decision Support Systems, Business Ethics, Global Marketing, Social Sciences, Artificial Intelligence, Environmental Issue, Public Safety and National Security",4.2,21,Curated,
223,Coding for Everyone: C and C++,Coursera,Computer Science,"University of California, Santa Cruz",Specialization,Beginner,3 - 6 Months,"C++ (Programming Language), Debugging, C (Programming Language), Object Oriented Programming (OOP), Object Oriented Design, Software Design Patterns, Programming Principles, Data Structures, Computer Programming, Algorithms, Command-Line Interface, Software Design, Graph Theory, Computer Science, Program Development, Computational Thinking, Artificial Intelligence, Software Technical Review, File Management",4.5,9300,Curated,
224,Foundations of Local Large Language models,Coursera,Information Technology,Duke University,Course,Beginner,1 - 4 Weeks,"Generative AI, Application Deployment, Cloud Computing, Other Programming Languages, Data Ethics, MLOps (Machine Learning Operations), Artificial Intelligence, Risk Management Framework, Natural Language Processing, Open Source Technology, Rust (Programming Language)",4.7,22,Curated,
225,Input and Interaction,Coursera,Computer Science,University of California San Diego,Course,Mixed,1 - 4 Weeks,"Human Computer Interaction, Human Factors, User Interface (UI), Usability, Interaction Design, Information Architecture, Human Machine Interfaces, User Experience Design, Prototyping",3.6,10,Curated,
226,IBM Mainframe Developer,Coursera,Computer Science,IBM,Professional Certificate,Intermediate,3 - 6 Months,"Software Development Life Cycle, Unit Testing, Systems Analysis, IBM DB2, Systems Development, Debugging, Pseudocode, Virtualization, Agile Methodology, Software Development, Test Driven Development (TDD), Program Development, Programming Principles, Report Writing, Relational Databases, Software Testing, Technical Support, Software Development Methodologies, IBM Cloud, Editing",4.6,1200,Curated,
227,Scrum Master Certification,Coursera,Computer Science,LearnQuest,Specialization,Beginner,3 - 6 Months,"User Story, Agile Methodology, Behavior-Driven Development, DevSecOps, Scaled Agile Framework, Backlogs, Agile Software Development, Test Driven Development (TDD), Sprint Planning, Kanban Principles, DevOps, Scalability, Risk Management, Agile Project Management, Continuous Integration, Lean Methodologies, Sprint Retrospectives, Continuous Deployment, Business Risk Management, Cross-Functional Collaboration",4.6,3100,Curated,
228,"Parallel, Concurrent, and Distributed Programming in Java",Coursera,Computer Science,Rice University,Specialization,Intermediate,3 - 6 Months,"Apache Kafka, Apache Spark, Apache Hadoop, Event-Driven Programming, Distributed Computing, Java Programming, Java, Software Architecture, Systems Architecture, Scala Programming, Data Structures, System Programming, Programming Principles, Object Oriented Programming (OOP), Servers, Application Frameworks, OS Process Management, Computer Programming, Algorithms, Debugging",4.6,30,Curated,
229,Data-driven Decision Making,Coursera,Data Science,PwC,Course,Beginner,1 - 4 Weeks,"Analytics, Business Analytics, Data Analysis, Data-Driven Decision-Making, Business Intelligence, Big Data, Analytical Skills, Analysis, Data Visualization, Data Science, Statistical Analysis, Data Visualization Software, Data Processing, Decision Making, Data Collection",4.6,6100,Curated,
230,Foundations of Digital Marketing and E-commerce,Coursera,Business,Google,Course,Beginner,1 - 4 Weeks,"Data Storytelling, Performance Measurement, Data-Driven Decision-Making, E-Commerce, Digital Marketing, Branding, Marketing Channel, Marketing Strategy and Techniques, Customer Analysis, Advertising, Marketing Analytics, Search Engine Marketing, Customer Engagement, Content Marketing, Brand Awareness, Search Engine Optimization, Social Media Marketing, Target Audience",4.8,21000,Curated,
231,Reviews & Metrics for Software Improvements,Coursera,Computer Science,University of Alberta,Course,Mixed,1 - 4 Weeks,"Sprint Retrospectives, Scrum (Software Development), Software Technical Review, Agile Project Management, Backlogs, Software Quality Assurance, Agile Methodology, User Story, Debugging, Issue Tracking, Usability Testing, Application Performance Management, Usability, Constructive Feedback, User Research, Meeting Facilitation",4.5,31,Curated,
232,Amazon Bedrock - Getting Started with Generative AI,Coursera,Data Science,Amazon Web Services,Course,Beginner,1 - 4 Weeks,"Generative AI, Amazon Web Services, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Application Development, Cloud API, Application Programming Interface (API)",4.8,6,Curated,
233,Building Your Freelancing Career,Coursera,Business,California Institute of the Arts,Specialization,Beginner,3 - 6 Months,"Business Planning, Competitive Analysis, Financial Data, Service Improvement, Risk Management, Tax Preparation, Business Process Automation, Business Strategy, Contract Management, Peer Review, Process Improvement, Financial Analysis, Financial Forecasting, Small Business Accounting, Client Services, Financial Modeling, Market Analysis, Project Scoping, Team Management, Tax Compliance",4.7,309,Curated,
234,Data Analysis with Python,Coursera,Information Technology,IBM,Course,Intermediate,1 - 3 Months,"Data Wrangling, Data Cleansing, Data Analysis, Data Manipulation, Data Transformation, Data Import/Export, Exploratory Data Analysis, Predictive Analytics, Statistical Analysis, Regression Analysis, Predictive Modeling, Pandas (Python Package), Scikit Learn (Machine Learning Library), Statistical Modeling, Machine Learning Methods, Feature Engineering, Python Programming, Data Pipelines, NumPy",4.7,19000,Curated,
235,Automated Reasoning: satisfiability,Coursera,Computer Science,EIT Digital,Course,Intermediate,1 - 4 Weeks,"Computational Logic, Combinatorics, Logical Reasoning, Computational Thinking, Mathematical Modeling, Operations Research, Theoretical Computer Science, Applied Mathematics, Algorithms, Linear Algebra, Verification And Validation, Arithmetic",4.7,133,Curated,
236,Docker Basics for DevOps,Coursera,Computer Science,KodeKloud,Course,Beginner,1 - 3 Months,"Docker (Software), Containerization, Application Deployment, DevOps, Linux Commands, Software Development Tools, Data Storage, Development Environment, Command-Line Interface, Computer Networking",4.6,2200,Curated,
237,Getting Started with Data Visualization in R,Coursera,Data Science,Johns Hopkins University,Course,Beginner,1 - 4 Weeks,"Rmarkdown, Data Visualization, Data Import/Export, Data Visualization Software, R Programming, Tidyverse (R Package), Statistical Reporting, Data Manipulation, Data Processing, Data Management",4.1,13,Curated,
238,Building Cloud Services with the Java Spring Framework,Coursera,Computer Science,Vanderbilt University,Course,Intermediate,1 - 4 Weeks,"Spring Framework, Object-Relational Mapping, Java, Scalability, Cloud Services, Web Services, Cloud Computing, Cloud Computing Architecture, Java Platform Enterprise Edition (J2EE), Data Security, Restful API, Application Security, Object Oriented Design, Database Design, Systems Architecture, Relational Databases, Dependency Analysis, Application Deployment, Software Architecture, Amazon DynamoDB",3.8,15,Curated,
239,Entrepreneurship: Growing Your Business,Coursera,Business,University of Virginia,Specialization,Beginner,3 - 6 Months,"Financial Statements, Financial Accounting, Balance Sheet, Financial Reporting, Financial Statement Analysis, Design Thinking, Annual Reports, Innovation, Process Design, Business Modeling, Business Process, Entrepreneurship, Philanthropy, Courage, Leadership Development, Corporate Sustainability, Stakeholder Engagement, Professional Development, Business Ethics, Organizational Leadership",4.6,44000,Curated,
240,Deep Learning for Computer Vision,Coursera,Data Science,MathWorks,Specialization,Beginner,1 - 3 Months,"Computer Vision, Anomaly Detection, Image Analysis, Matlab, Deep Learning, Artificial Neural Networks, Applied Machine Learning, Application Deployment, PyTorch (Machine Learning Library), Data Visualization, Data Cleansing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Data Synthesis, Performance Tuning, Data Analysis, Machine Learning, Data Manipulation",4.7,561,Curated,
241,"Statistical Thinking for Industrial Problem Solving, presented by JMP",Coursera,Information Technology,SAS,Course,Beginner,1 - 3 Months,"Exploratory Data Analysis, Data Compilation, Correlation Analysis, Data Collection, Statistical Inference, Statistical Process Controls, Statistical Methods, Predictive Modeling, Data Analysis, Statistical Hypothesis Testing, Data-Driven Decision-Making, Regression Analysis, Statistical Analysis, Experimentation, Probability & Statistics, Descriptive Statistics, Interactive Data Visualization",4.9,90,Curated,
242,GenAI for Fraud Detection and Compliance,Coursera,Information Technology,Coursera Instructor Network,Course,Intermediate,1 - 4 Weeks,"Generative AI, Regulatory Compliance, Regulatory Requirements, Compliance Management, Governance, Governance Risk Management and Compliance, Risk Management, Financial Regulation, Anomaly Detection, Artificial Intelligence, Threat Detection, Artificial Intelligence and Machine Learning (AI/ML), Predictive Analytics",4.4,431,Curated,
243,Fundamentals of Finance,Coursera,Business,University of Pennsylvania,Course,Beginner,1 - 3 Months,"Capital Budgeting, Finance, Return On Investment, Equities, Corporate Finance, Financial Management, Financial Analysis, Business Valuation, Investments, Risk Analysis, Business Mathematics, Cash Flows",4.9,79,Curated,
244,UX Design: From Concept to Prototype,Coursera,Computer Science,University of Michigan,Course,Beginner,1 - 3 Months,"User Experience, User Experience Design, Prototyping, Wireframing, User Centered Design, Interaction Design, Design Thinking, Design, Usability Testing, Storyboarding, Creativity",4.3,199,Curated,
245,Python Data Products for Predictive Analytics,Coursera,Information Technology,University of California San Diego,Specialization,Intermediate,3 - 6 Months,"Supervised Learning, Feature Engineering, Predictive Modeling, Data Processing, Data Manipulation, Predictive Analytics, Interactive Data Visualization, Design Thinking, Web Scraping, Machine Learning Algorithms, Flask (Web Framework), Data Visualization Software, Scikit Learn (Machine Learning Library), Application Deployment, Data Cleansing, Data Validation, Verification And Validation, Django (Web Framework), Statistical Modeling, Web Applications",4.6,14,Curated,
246,"AI-Enhanced Copywriting: SurferSEO, Upword and Anyword",Coursera,Business,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"Interpersonal Communications, Social Skills, Negotiation, Communication, Assertiveness, Strategic Decision-Making, Emotional Intelligence, Business Communication, Constructive Feedback, Empathy, Active Listening, Conflict Management, Verbal Communication Skills, Cultural Diversity, Relationship Building, Employee Performance Management, Intercultural Competence, Rapport Building, Decision Making, Communication Strategies",4.6,74,Curated,
247,Spring - Cloud Overview,Coursera,Computer Science,LearnQuest,Course,Intermediate,1 - 4 Weeks,"Microservices, Spring Boot, Software Architecture, API Gateway, Spring Framework, Service Oriented Architecture, Load Balancing, Cloud Computing, Cloud Services, Software Design Patterns, Restful API",4.8,290,Curated,
248,Doing More with SAS Programming,Coursera,Data Science,SAS,Course,Intermediate,1 - 3 Months,"SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging",4.7,282,Curated,
249,Building and Training Neural Networks with PyTorch,Coursera,Computer Science,Packt,Course,Intermediate,1 - 3 Months,"PyTorch (Machine Learning Library), Artificial Neural Networks, Image Analysis, Deep Learning, Computer Vision, Classification And Regression Tree (CART), Predictive Modeling, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Machine Learning, Data Processing, Algorithms",4.4,41,Curated,
250,Introduction to C++ Programming and Unreal,Coursera,Computer Science,University of Colorado System,Course,Intermediate,1 - 4 Weeks,"Object Oriented Programming (OOP), C++ (Programming Language), Debugging, Computer Programming, Computer Programming Tools, Integrated Development Environments, Software Documentation, Virtual Environment, Data Storage, Scripting",4.5,46,Curated,
251,Excel/VBA for Creative Problem Solving,Coursera,Computer Science,University of Colorado Boulder,Specialization,Beginner,3 - 6 Months,"Excel Macros, Peer Review, Visual Basic (Programming Language), Programming Principles, Data Import/Export, Microsoft Excel, Computer Programming, Project Design, Spreadsheet Software, Simulations, Automation, Algorithms, UI Components, Debugging, Data Management, User Interface (UI), Data Cleansing, Data Validation",4.8,4700,Curated,
252,"Applied Plotting, Charting & Data Representation in Python",Coursera,Data Science,University of Michigan,Course,Intermediate,1 - 4 Weeks,"Matplotlib, Plot (Graphics), Data Visualization Software, Interactive Data Visualization, Scientific Visualization, Visualization (Computer Graphics), Statistical Visualization, Graphing, Scatter Plots, Data Manipulation, Histogram, NumPy, Pandas (Python Package)",4.9,298,Curated,
253,Applying Data Analytics in Finance,Coursera,Business,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 3 Months,"Competitive Analysis, Value Propositions, Target Market, Product Improvement, Product Management, User Experience, Product Development, Product Strategy, New Product Development, Agile Product Development, Market Analysis, User Feedback, Product Testing, Customer Insights, Needs Assessment",4.7,960,Curated,
254,Organizational Leadership,Coursera,Business,Northwestern University,Specialization,Intermediate,3 - 6 Months,"Influencing, Persuasive Communication, Design Thinking, Data-Driven Decision-Making, Leadership, Strategic Communication, Innovation, Collaboration, Business Leadership, Crisis Management, Negotiation, Organizational Leadership, Ideation, Team Leadership, Resource Allocation, Human Centered Design, Strategic Leadership, Corporate Communications, Marketing Analytics, Data Science",4.9,10000,Curated,
255,Data Analysis with Tableau,Coursera,Information Technology,Tableau Learning Partner,Course,Beginner,1 - 4 Weeks,"Exploratory Data Analysis, Tableau Software, Statistical Visualization, Data Analysis, Descriptive Statistics, Predictive Analytics, Data Processing, Box Plots, Statistical Analysis, Data Cleansing, Scatter Plots, Data Visualization Software, Trend Analysis, Analytics, Histogram, Data Transformation, Business Analytics, Data Manipulation, Regression Analysis, Correlation Analysis",3.7,48,Curated,
256,Python Data Structures,Coursera,Computer Science,University of Michigan,Course,Beginner,1 - 3 Months,"Data Structures, Python Programming, Data Manipulation, Development Environment, File Management, Data Analysis, Computer Programming, Software Installation",4.9,96000,Curated,
257,Mastering Software Development in R,Coursera,Data Science,Johns Hopkins University,Specialization,Beginner,3 - 6 Months,"Ggplot2, Software Documentation, Open Source Technology, Tidyverse (R Package), Package and Software Management, Web Scraping, Data Manipulation, Data Visualization Software, Leaflet (Software), R Programming, Data Visualization, Datamaps, Data Cleansing, Interactive Data Visualization, Scatter Plots, Object Oriented Programming (OOP), GitHub, Version Control, Debugging, Functional Design",4.4,158,Curated,
258,Data Analysis and Presentation Skills: the PwC Approach,Coursera,Business,PwC,Specialization,Beginner,3 - 6 Months,"Analytics, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Data Storytelling, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization, Data Visualization Software, Big Data, Target Market, Data Cleansing, Public Speaking, Spreadsheet Software",4.7,20000,Curated,
259,Why Smart Executives Fail: Common Mistakes & Warning Signs,Coursera,Business,Dartmouth College,Course,Beginner,1 - 4 Weeks,"Labor Law, Workers Compensation, Labor Relations, Labor Compliance, Employee Retirement Income Security Act, Benefits Administration, Regulation and Legal Compliance",4.9,835,Curated,
260,Advanced Machine Learning Algorithms,Coursera,Data Science,Fractal Analytics,Course,Beginner,1 - 3 Months,"Feature Engineering, Machine Learning Algorithms, Random Forest Algorithm, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Classification And Regression Tree (CART), Supervised Learning, Predictive Modeling, Decision Tree Learning, Performance Tuning, Regression Analysis",4.8,10,Curated,
261,Accounting Data Analytics,Coursera,Data Science,University of Illinois Urbana-Champaign,Specialization,Intermediate,3 - 6 Months,"Machine Learning Algorithms, Jupyter, Tableau Software, Matplotlib, Data Visualization Software, Unsupervised Learning, Data Visualization, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Manipulation, Machine Learning, Excel Macros, Text Mining, Applied Machine Learning, Time Series Analysis and Forecasting, Data Processing, Statistical Visualization, Analytics, Accounting and Finance Software, Analytical Skills",4.9,13,Curated,
262,Google Advanced Data Analytics Capstone,Coursera,Information Technology,Google,Course,Advanced,1 - 4 Weeks,"Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management",4.8,1100,Curated,
263,Probability and Statistics: To p or not to p?,Coursera,Data Science,University of London,Course,Beginner,1 - 3 Months,"Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics",4.4,2800,Curated,
264,Clinical Data Models and Data Quality Assessments,Coursera,Data Science,University of Colorado System,Course,Intermediate,1 - 3 Months,"Extract, Transform, Load, Data Modeling, Clinical Data Management, Database Design, Data Warehousing, Data Quality, Data Transformation, Data Integration, Relational Databases, SQL",4.4,16,Curated,
265,Plan a Successful Freelancing Business,Coursera,Business,California Institute of the Arts,Course,Beginner,1 - 3 Months,"Competitive Analysis, Business Planning, Business Strategy, Market Analysis, Market Opportunities, Value Propositions, Peer Review, Entrepreneurship, Business Research, Personal Integrity, Service Design, Goal Setting",4.7,227,Curated,
266,Compensation and Benefits,Coursera,Business,HRCI,Course,Beginner,1 - 4 Weeks,"Compensation and Benefits, Compensation Management, Job Evaluation, Compensation Strategy, Payroll, Payroll Processing, Benefits Administration, Human Resources, Human Resources Information System (HRIS), Employee Retention, Record Keeping",4.8,668,Curated,
267,Leadership in 21st Century Organizations,Coursera,Business,Copenhagen Business School,Course,Mixed,3 - 6 Months,"Culture Transformation, Talent Management, Crisis Management, Innovation, Business Leadership, Leadership, Strategic Leadership, Organizational Change, Organizational Strategy, Ethical Standards And Conduct, Communication, Governance, Change Management, Decision Making",4.6,5500,Curated,
268,Meta Social Media Marketing,Coursera,Business,Meta,Professional Certificate,Beginner,3 - 6 Months,"Social Media Content, Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Social Media Strategy, Instagram, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Goal Setting, Advertising, Facebook, Performance Metric, Advertising Campaigns, Presentations",4.6,14000,Curated,
269,Probability and Statistics: To p or not to p?,Coursera,Information Technology,University of London,Course,Beginner,1 - 3 Months,"Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics",4.4,2800,Curated,
270,Responsible AI - Principles and Ethical Considerations,Coursera,Data Science,Fractal Analytics,Course,Intermediate,1 - 3 Months,"Data Ethics, Artificial Intelligence, Ethical Standards And Conduct, Information Privacy, Personally Identifiable Information, Data Governance, Data Security, Governance, Data Integrity, Data-Driven Decision-Making, Accountability, Diversity Awareness, Machine Learning, Data Analysis, Algorithms",5.0,30,Curated,
271,Introduction to Predictive Modeling,Coursera,Data Science,University of Minnesota,Course,Mixed,1 - 4 Weeks,"Time Series Analysis and Forecasting, Predictive Modeling, Regression Analysis, Microsoft Excel, Forecasting, Pivot Tables And Charts, Data Transformation, Data Cleansing, Statistical Methods, Business Analytics",5.0,23,Curated,
272,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Coursera,Business,HEC Paris,Course,Intermediate,1 - 4 Weeks,"Investment Management, Portfolio Management, Investments, Asset Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel",4.5,2600,Curated,
273,Applied Text Mining in Python,Coursera,Data Science,University of Michigan,Course,Intermediate,1 - 4 Weeks,"Text Mining, Natural Language Processing, Data Processing, Unstructured Data, Feature Engineering, Data Manipulation, Data Cleansing, Python Programming, Unsupervised Learning, Machine Learning Algorithms, Supervised Learning",4.6,116,Curated,
274,Overview of Data Visualization,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Presentation, Data Synthesis, Data Storytelling, Data Visualization Software, Google Sheets, Graphing",4.2,324,Curated,
275,Career Success,Coursera,Business,"University of California, Irvine",Specialization,Beginner,3 - 6 Months,"Time Management, Business Writing, Goal Setting, Negotiation, Cash Management, Business Planning, Planning, Project Controls, Feasibility Studies, Delegation Skills, Peer Review, Team Leadership, Business Correspondence, Creative Problem-Solving, Problem Solving, Professional Networking, Financial Analysis, Communication Strategies, Communication, Emotional Intelligence",4.7,8300,Curated,
276,"Foundations: Data, Data, Everywhere",Coursera,Data Science,Google,Course,Beginner,1 - 4 Weeks,"Data Ethics, Data Analysis, Analytics, Data-Driven Decision-Making, Google Sheets, Business Analytics, Spreadsheet Software, Analytical Skills, Data Sharing, Data Cleansing, Data Processing, Data Strategy, Data Visualization Software, SQL",4.8,112000,Curated,
277,Analyze Data in a Model Car Database with MySQL Workbench,Coursera,Data Science,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"MySQL Workbench, Data-Driven Decision-Making, Exploratory Data Analysis, MySQL, Business Analytics, Data Analysis, SQL, Analytical Skills, Database Management, Technical Communication, Relational Databases",4.5,6,Curated,
278,Data Structures,Coursera,Computer Science,University of California San Diego,Course,Intermediate,1 - 3 Months,"Data Structures, Algorithms, Data Storage, Programming Principles, Graph Theory, Computer Programming, C++ (Programming Language), Java, Theoretical Computer Science, Debugging",4.5,280,Curated,
279,Single Page Web Applications with AngularJS,Coursera,Computer Science,Johns Hopkins University,Course,Intermediate,1 - 3 Months,"JavaScript Frameworks, Unit Testing, Ajax, Cloud Applications, Web Applications, Front-End Web Development, Javascript, Model View Controller, Software Architecture, UI Components",4.7,1000,Curated,
