course_id,title,platform,category,level,duration,skills,rating,reviews,url
282,Perplexity.AI for Beginners: AI-Powered Search,Coursera,Data Science,Beginner,Less Than 2 Hours,"Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data",4.8,5200,
283,Fundamentals of Level Design with Unreal Engine,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Software Design Documents, Virtual Environment, Conceptual Design, Interactive Design, Prototyping, Software Engineering Tools, Design Elements And Principles, User Flows, Visualization (Computer Graphics), Creativity",4.6,171,
284,Practical SAS Programming and Certification Review,Coursera,Data Science,Intermediate,1 - 3 Months,"SAS (Software), Data Import/Export, Statistical Analysis, Data Analysis, Statistical Programming, Data Manipulation, Data Transformation, Data Access, Debugging",4.9,9,
285,Desenvolvimento Ágil com Padrões de Projeto,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Object Oriented Programming (OOP), Software Design Patterns, Java, Maintainability, Software Design, Agile Software Development, Data Structures, Test Driven Development (TDD)",4.8,446,
286,Web Application Technologies and Django,Coursera,Computer Science,Intermediate,1 - 3 Months,"Django (Web Framework), HTML and CSS, Model View Controller, Hypertext Markup Language (HTML), Application Deployment, Web Applications, Back-End Web Development, Web Servers, SQL, Databases, Network Protocols, Python Programming",4.5,114,
287,Introduction to Medical Software,Coursera,Computer Science,Intermediate,3 - 6 Months,"Clinical Trials, Software Development Life Cycle, Usability, Human Computer Interaction, Regulatory Affairs, Quality Management Systems, Risk Management, Software Design, Healthcare Industry Knowledge, Medical Records, Regulatory Compliance, Entrepreneurship, Artificial Intelligence and Machine Learning (AI/ML), Cybersecurity, System Requirements",4.8,244,
288,Cryptographic Hash and Integrity Protection,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Cryptography, Data Integrity, Encryption, Authentications, Information Assurance, Data Security, Public Key Cryptography Standards (PKCS)",3.9,27,
289,Increase SEO Traffic with WordPress,Coursera,Computer Science,Advanced,Less Than 2 Hours,"WordPress, Search Engine Optimization, Web Analytics, Web Content, Content Development and Management, Content Management, Web Content Accessibility Guidelines",4.5,29,
290,Introducción a la programación en Python I: Aprendiendo a programar con Python,Coursera,Computer Science,Beginner,1 - 3 Months,"Python Programming, Data Structures, Computer Programming, Program Development, Scripting, Scripting Languages, Algorithms, File Management",4.4,4800,
291,Investment Management,Coursera,Business,Beginner,3 - 6 Months,"Portfolio Management, Wealth Management, Risk Management, Investment Management, Financial Market, Business Risk Management, Capital Markets, Investments, Market Liquidity, Asset Management, Performance Measurement, Market Dynamics, Environmental Social And Corporate Governance (ESG), Financial Planning, Derivatives, Finance, Equities, Financial Management, Performance Analysis, Business Ethics",4.6,187,
292,Mastering Laravel Framework and PHP,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"PHP (Scripting Language), Object-Relational Mapping, Web Applications, Web Development, Secure Coding, Model View Controller, Application Frameworks, Database Management, Database Development, Relational Databases, Web Development Tools, Back-End Web Development, Application Security, Restful API, Server Side, Application Programming Interface (API), Authentications, Development Environment",4.5,208,
293,Professional Skills for International Business,Coursera,Business,Mixed,1 - 4 Weeks,"Market Data, Finance, General Finance, Corporate Finance, Financial Analysis, Financial Market, Investments, Financial Data, Equities, Business Valuation, Investment Management, Capital Markets, Business Mathematics, Cash Flows",4.9,190,
294,User Interface Design,Coursera,Computer Science,Intermediate,3 - 6 Months,"UI/UX Research, User Research, User Interface (UI) Design, Usability Testing, User Interface (UI), Prototyping, Usability, User Experience, User Centered Design, Graphic and Visual Design, Ideation, Web Content Accessibility Guidelines, Design, Human Computer Interaction, User Experience Design, Interaction Design, Qualitative Research, Design Reviews, Design Thinking, Conceptual Design",4.6,1800,
295,Sample-based Learning Methods,Coursera,Information Technology,Intermediate,1 - 3 Months,"Reinforcement Learning, Sampling (Statistics), Machine Learning Algorithms, Simulations, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Statistical Methods, Probability Distribution",4.8,1200,
296,Build and Operate Machine Learning Solutions with Azure,Coursera,Information Technology,Intermediate,1 - 3 Months,"Microsoft Azure, MLOps (Machine Learning Operations), Databricks, Cloud Computing, Applied Machine Learning, Data Ethics, Data Pipelines, Machine Learning, Information Privacy, Tensorflow, Performance Tuning",3.8,6,
297,Practical Data Science with MATLAB,Coursera,Information Technology,Beginner,3 - 6 Months,"Data Storytelling, Feature Engineering, Supervised Learning, Dimensionality Reduction, Data Integration, Interactive Data Visualization, Exploratory Data Analysis, Data Import/Export, Technical Communication, Data Analysis, Applied Machine Learning, Data Visualization Software, Matlab, Regression Analysis, Data Processing, Descriptive Statistics, Data Cleansing, Predictive Modeling, Classification And Regression Tree (CART), Data Science",4.8,1000,
298,IBM Machine Learning,Coursera,Data Science; Information Technology,Intermediate,3 - 6 Months,"Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Generative AI, Dimensionality Reduction, Reinforcement Learning, Artificial Intelligence and Machine Learning (AI/ML), Data Cleansing, Applied Machine Learning, Data Access, Deep Learning, Data Analysis, Regression Analysis, Machine Learning, Statistical Analysis, Statistical Inference, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library)",4.6,2900,
299,DeepLearning.AI TensorFlow Developer,Coursera,Information Technology,Intermediate,3 - 6 Months,"Tensorflow, Computer Vision, Image Analysis, Keras (Neural Network Library), Natural Language Processing, Time Series Analysis and Forecasting, Deep Learning, Applied Machine Learning, Predictive Modeling, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Text Mining, Forecasting, Machine Learning, Supervised Learning, Data Processing, Data Transformation",4.7,25000,
300,Wharton Entrepreneurship Capstone,Coursera,Business,Mixed,1 - 3 Months,"Business Valuation, Peer Review, Financial Analysis, Presentations, Entrepreneurship, Business Planning, Competitive Analysis, Constructive Feedback, Business Research, Business Strategy",4.7,339,
301,Copywriting with ChatGPT: Produce Compelling Copy That Sells,Coursera,Data Science; Information Technology,Beginner,Less Than 2 Hours,"Copywriting, Target Audience, Market Research, ChatGPT, Writing and Editing, Marketing Materials, Content Creation, Value Propositions, Product Knowledge, Generative AI",4.6,4500,
302,GenAI for Personalized Marketing at Scale,Coursera,Business,Intermediate,1 - 4 Weeks,"Compensation Management, Compensation Strategy, Compensation and Benefits, Compensation Analysis, Payroll, Benefits Administration, Human Resource Strategy, Labor Compliance, Employee Retention, Employee Performance Management, Employee Engagement, Law, Regulation, and Compliance, Insurance",4.8,4100,
303,Evaluating Large Language Model Outputs: A Practical Guide,Coursera,Data Science,Beginner,1 - 4 Weeks,"Program Evaluation, Generative AI, Data Ethics, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Google Cloud Platform, Natural Language Processing, Quality Assessment, Analysis, Performance Measurement, Business Metrics, Human Factors, Performance Metric",3.7,13,
304,C++ Class Development,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"C++ (Programming Language), Program Development, Object Oriented Programming (OOP), Augmented and Virtual Reality (AR/VR), Software Architecture, Software Development, Computer Programming, Debugging",4.4,65,
305,Deep Learning Applications for Computer Vision,Coursera,Data Science,Intermediate,1 - 3 Months,"Computer Vision, Image Analysis, Tensorflow, Deep Learning, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Performance Tuning, Supervised Learning, Algorithms",4.4,32,
306,Introduction to Web Development,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Version Control, Hypertext Markup Language (HTML), GitHub, Git (Version Control System), HTML and CSS, Cascading Style Sheets (CSS), Web Design and Development, Web Development, Web Design, Web Content, Front-End Web Development, Web Servers, Image Analysis, Semantic Web, Performance Tuning, Cloud Hosting",4.7,3700,
307,Six Sigma Tools for Analyze,Coursera,Business,Beginner,1 - 4 Weeks,"Lean Six Sigma, Root Cause Analysis, Process Analysis, Probability Distribution, Process Capability, Statistical Process Controls, Process Improvement, Quality Improvement, Process Mapping, Statistical Analysis, Probability, Quality Control, Statistics, Risk Management",4.6,155,
308,Generative AI for Business Consultants,Coursera,Data Science,Beginner,1 - 3 Months,"Generative AI, Data Ethics, OpenAI, ChatGPT, Artificial Intelligence, Business Consulting, Leadership, Consultative Approaches, Management Consulting, Interactive Learning, Technical Consulting, Governance, Customer Insights, Client Services, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Solution Architecture, Automation, Human Computer Interaction, Information Privacy",4.5,11,
309,Network Analysis for Marketing Analytics,Coursera,Data Science,Intermediate,1 - 4 Weeks,"Network Analysis, Marketing Analytics, Data Science, Text Mining, Data Structures, Data Visualization Software, Natural Language Processing, Statistical Methods, Data Processing",4.5,60,
310,International Business II,Coursera,Business,Mixed,1 - 3 Months,"Revenue Management, Market Intelligence, Competitive Analysis, Hospitality Management, Market Analysis, Key Performance Indicators (KPIs), Market Data, Benchmarking, Hospitality, Performance Analysis, Performance Measurement, Technology Strategies, Business Technologies",4.9,45,
311,Google Project Management:,Coursera,Business,Beginner,3 - 6 Months,"Quality Management, Project Scoping, Project Closure, Project Management, Project Management Life Cycle, Project Planning, Continuous Improvement Process, Agile Project Management, Project Controls, Quality Monitoring, Backlogs, Team Management, Project Documentation, Agile Methodology, Communication Planning, Project Risk Management, Change Management, Milestones (Project Management), Organizational Structure, Data Storytelling",4.8,124000,
312,Cybersecurity Identity and Access Solutions with Azure AD,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Azure Active Directory, Single Sign-On (SSO), Identity and Access Management, Authentications, Authorization (Computing), Active Directory, Multi-Factor Authentication, Microsoft Azure, Role-Based Access Control (RBAC), Security Controls, Cloud Services",3.8,17,
313,Fundamentals of Computer Network Security,Coursera,Computer Science,Intermediate,3 - 6 Months,"Cryptography, Public Key Infrastructure, Cybersecurity, Data Security, Firewall, Cyber Attacks, Data Encryption Standard, Penetration Testing, Network Security, Information Assurance, Encryption, Risk Management Framework, Advanced Encryption Standard (AES), Security Engineering, Intrusion Detection and Prevention, Application Security, Vulnerability Scanning, Information Systems Security, Secure Coding, Security Controls",4.3,230,
314,Strategic Leadership and Management,Coursera,Business,Beginner,3 - 6 Months,"Business Strategy, Organizational Change, Stakeholder Management, Organizational Structure, Corporate Strategy, Governance, Organizational Strategy, Team Building, Strategic Leadership, Conflict Management, Leadership Development, Organizational Leadership, Business Management, Organizational Effectiveness, Business Ethics, Team Management, Change Management, Decision Making, Teamwork, Strategic Thinking",4.6,655,
315,Genomic Data Science,Coursera,Information Technology,Intermediate,3 - 6 Months,"Bioinformatics, Unix Commands, Biostatistics, Exploratory Data Analysis, Statistical Analysis, Unix, Data Science, Data Management, Statistical Methods, Command-Line Interface, Statistical Hypothesis Testing, Linux Commands, Science and Research, Statistical Modeling, Data Structures, Data Analysis, R Programming, Computational Thinking, Statistical Programming, Jupyter",4.5,6600,
316,Decentralized Finance (DeFi) Primitives,Coursera,Business,Intermediate,1 - 4 Weeks,"ArcGIS, Geographic Information Systems, Land Management, Geospatial Mapping, Spatial Analysis, Epidemiology, Emergency Response, Natural Resource Management, Business Development, Environmental Resource Management, Market Analysis, Risk Mitigation, Supply Chain",4.5,78,
317,Server side JavaScript with Node.js,Coursera,Computer Science,Intermediate,1 - 3 Months,"Node.JS, Unit Testing, Server Side, Javascript, Debugging, Back-End Web Development, File Systems, Development Testing, Web Applications, Event-Driven Programming, Application Development",4.5,8,
318,Complete DApp - Solidity and React - Blockchain Development,Coursera,Computer Science,Intermediate,3 - 6 Months,"Blockchain, React.js, Bootstrap (Front-End Framework), Development Environment, Full-Stack Web Development, User Interface (UI), Debugging, Front-End Web Development, FinTech, User Interface and User Experience (UI/UX) Design, Software Testing, Javascript, Program Development, Back-End Web Development, Unit Testing, Development Testing, Web Development, Application Development, Programming Principles, Node.JS",4.7,167,
319,Project Initiation: Starting a Successful Project,Coursera,Business,Beginner,1 - 4 Weeks,"Project Scoping, Project Documentation, Project Management Life Cycle, Project Management, Goal Setting, Project Management Software, Stakeholder Management, Cost Benefit Analysis, Resource Allocation, Accountability",4.7,4500,
320,Foundations of Business Intelligence,Coursera,Data Science; Information Technology,Advanced,1 - 4 Weeks,"Business Intelligence, Data Integration, Stakeholder Engagement, Dashboard, Data Modeling, Business Analytics, Real Time Data, Requirements Elicitation, Data Storytelling, Data Analysis, Business Metrics, Key Performance Indicators (KPIs), Data Pipelines, Project Implementation",4.8,1700,
321,Decision-Making and Scenarios,Coursera,Business,Mixed,1 - 4 Weeks,"Financial Statements, Financial Modeling, Strategic Decision-Making, Decision Making, Data-Driven Decision-Making, Business Analytics, Financial Forecasting, Capital Budgeting, Financial Analysis, Return On Investment, Income Statement, Balance Sheet, Risk Analysis, Cash Flows, Spreadsheet Software, Tax",4.8,440,
322,Buenas Prácticas en Libre Competencia,Coursera,Business,Mixed,1 - 4 Weeks,"Compliance Management, Compliance Training, Law, Regulation, and Compliance, Competitive Analysis, Corporate Strategy, Market Dynamics, Business Ethics, Mergers & Acquisitions",4.6,113,
323,Calculating Descriptive Statistics in R,Coursera,Information Technology,Beginner,Less Than 2 Hours,"Descriptive Statistics, Data Analysis, Exploratory Data Analysis, Quantitative Research, R Programming, Statistical Analysis, Statistical Methods, Probability & Statistics",4.6,13,
324,Object-Oriented Design,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Object Oriented Design, Unified Modeling Language, Software Design, Object Oriented Programming (OOP), Java, Maintainability, Software Architecture, Programming Principles, Android Development, Technical Design, Conceptual Design",4.7,2300,
325,JavaScript for Beginners,Coursera,Computer Science,Beginner,3 - 6 Months,"jQuery, Javascript and jQuery, Javascript, Data Validation, HTML and CSS, Scripting, JSON, Event-Driven Programming, JavaScript Frameworks, UI Components, Web Development Tools, Web Development, Front-End Web Development, User Interface (UI), Interactive Design, Application Programming Interface (API), Object Oriented Programming (OOP), Programming Principles, Integrated Development Environments, Program Development",4.6,286,
326,Business Analyst (ECBA) Certificate Preparation,Coursera,Business,Intermediate,3 - 6 Months,"Business Process Modeling, Business Analysis, Process Analysis, Resource Allocation, Stakeholder Management, Process Optimization, Business Requirements, Data Modeling, Risk Analysis, Stakeholder Engagement, Requirements Analysis, Business Process Improvement, Communication Strategies, Agile Methodology, Risk Management, User Story, Project Management, Analysis, Business Process, Requirements Management",4.6,187,
327,Power BI for Beginners: Interactive Dashboard Fundamentals,Coursera,Data Science; Information Technology,Beginner,Less Than 2 Hours,"Key Performance Indicators (KPIs), Power BI, Dashboard, Data Visualization, Interactive Data Visualization, Data Storytelling, Business Metrics, Performance Analysis, Data Analysis Expressions (DAX), Data Visualization Software, Data Import/Export, Business Intelligence, Regional Sales, Sales Pipelines",4.8,391,
328,JSON and Natural Language Processing in PostgreSQL,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"PostgreSQL, JSON, Database Management Systems, Text Mining, Query Languages, Database Systems, Database Theory, SQL, Databases, Data Access, Natural Language Processing, Unstructured Data, Data Processing, Data Storage, Python Programming",4.7,38,
330,"DevOps, DataOps, MLOps",Coursera,Information Technology,Advanced,1 - 3 Months,"MLOps (Machine Learning Operations), Data Ethics, Artificial Intelligence and Machine Learning (AI/ML), Containerization, Rust (Programming Language), DevOps, Cloud Development, Google Cloud Platform, Applied Machine Learning, CI/CD, Cloud Computing, Generative AI, Python Programming, Serverless Computing, Application Frameworks, GitHub",3.8,794,
331,Epic Games Game Design,Coursera,Computer Science,Beginner,3 - 6 Months,"Software Design Documents, Ideation, 3D Modeling, Prototyping, Visualization (Computer Graphics), User Interface (UI), User Experience Design, Computer Graphics, Usability, Technical Documentation, User Interface and User Experience (UI/UX) Design, User Experience, Virtual Environment, User Interface (UI) Design, Version Control, Conceptual Design, Program Development, UI Components, Data Management, Scripting",4.1,263,
332,"Intro to Analytic Thinking, Data Science, and Data Mining",Coursera,Data Science,Intermediate,1 - 4 Weeks,"Data Ethics, Data Mining, Data Science, Business Analytics, Data Analysis, Big Data, Analytics, Business Intelligence, Descriptive Analytics, Data-Driven Decision-Making, Predictive Analytics, Small Data",3.1,22,
333,Recording in Journals & Posting in Ledgers,Coursera,Business,Mixed,1 - 4 Weeks,"Social Media Marketing, Social Media, Social Media Strategy, Social Media Management, Content Marketing, Instagram, Marketing, Facebook, Digital Marketing, Content Strategy, LinkedIn, Customer Engagement, Advertising Campaigns",4.7,559,
334,Go and C++:  Programming in Two Successor Languages of C,Coursera,Computer Science,Intermediate,3 - 6 Months,"C++ (Programming Language), Go (Programming Language), Data Structures, Object Oriented Programming (OOP), Object Oriented Design, Software Design Patterns, Debugging, Unit Testing, Algorithms, C (Programming Language), Program Development, Software Design, Computer Programming, Programming Principles, Graph Theory, Software Testing, File Management, Artificial Intelligence, Integration Testing, System Programming",4.4,2500,
335,"Data – What It Is, What We Can Do With It",Coursera,Data Science,Beginner,1 - 4 Weeks,"Data Visualization, Data Analysis, Research Design, Data Presentation, Descriptive Statistics, Analytics, Statistical Analysis, Quantitative Research, Statistical Methods, Probability & Statistics",4.7,101,
336,"Dynamic Programming, Greedy Algorithms",Coursera,Computer Science,Advanced,1 - 4 Weeks,"Algorithms, Data Structures, Theoretical Computer Science, Computational Thinking, Pseudocode, Computer Science, Programming Principles, Advanced Mathematics, Design Strategies, Analysis",4.7,6900,
337,Functional Programming in Scala,Coursera,Computer Science,Intermediate,3 - 6 Months,"Scala Programming, Apache Spark, Apache Hadoop, User Interface (UI), Distributed Computing, Programming Principles, Big Data, Software Design, Data Structures, Software Design Patterns, Functional Design, Data Manipulation, Object Oriented Programming (OOP), Heat Maps, Data Visualization Software, Interactive Data Visualization, Computer Programming, Data Processing, Performance Tuning, Algorithms",4.7,11000,
338,IoT Communications,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Internet Of Things, Distributed Computing, Wireless Networks, Digital Communications, General Networking, Local Area Networks, Network Routing, Network Protocols, Computer Networking, Geographic Information Systems",4.6,557,
339,Machine Learning for Trading,Coursera,Data Science; Information Technology,Intermediate,1 - 3 Months,"Tensorflow, Keras (Neural Network Library), Machine Learning, Google Cloud Platform, Machine Learning Algorithms, Applied Machine Learning, Financial Trading, Reinforcement Learning, Supervised Learning, Data Pipelines, Time Series Analysis and Forecasting, Statistical Machine Learning, Technical Analysis, Deep Learning, Portfolio Management, Securities Trading, Artificial Intelligence and Machine Learning (AI/ML), Market Data, Financial Market, Artificial Neural Networks",3.9,1100,
340,Workday Basics Series,Coursera,Business,Beginner,1 - 4 Weeks,"Workday (Software), Security Controls, Business Process, Workflow Management, Business Reporting, Human Resources Software, System Configuration, Role-Based Access Control (RBAC), Organizational Structure",4.9,62000,
341,Measurement – Turning Concepts into Data,Coursera,Data Science,Beginner,1 - 4 Weeks,"Survey Creation, Sampling (Statistics), Quantitative Research, Research Methodologies, Data Analysis, Data Quality, Research Design, Data Transformation, Data Validation, Statistical Methods",4.8,10,
342,Bayesian Statistics: Techniques and Models,Coursera,Information Technology,Intermediate,1 - 3 Months,"Bayesian Statistics, Statistical Modeling, Statistical Methods, Markov Model, Statistical Analysis, Regression Analysis, R Programming, Simulations, Statistical Inference, Probability, Probability Distribution, Algorithms",4.5,38,
345,International Cyber Conflicts,Coursera,Computer Science,Mixed,1 - 3 Months,"Cyber Threat Intelligence, Cyber Security Policies, Cybersecurity, International Relations, Cyber Risk, Cyber Operations, Cyber Governance, Infrastructure Security, Law, Regulation, and Compliance, Security Management, Political Sciences, Media and Communications, Computer Networking, Psychology",4.5,84,
346,Data intelligence for businesses and managers,Coursera,Data Science,Beginner,1 - 3 Months,"Data Governance, Digital Transformation, Data Modeling, Data Management, Data Strategy, General Data Protection Regulation (GDPR), Information Management, Business Intelligence, Data Quality, Business Transformation, Business Analytics, Data Presentation, Data-Driven Decision-Making, Information Privacy, Big Data, Artificial Intelligence",4.6,79,
347,Artificial Intelligence Data Fairness and Bias,Coursera,Computer Science,Beginner,1 - 4 Weeks,"Data Ethics, Data Collection, Game Theory, Machine Learning, Diversity Awareness, Algorithms, Artificial Intelligence, Applied Machine Learning, Predictive Modeling, Statistical Analysis",4.7,1300,
348,Introduction to Generative AI for Software Development,Coursera,Computer Science,Beginner,1 - 4 Weeks,"ChatGPT, Generative AI, Code Review, OpenAI, Software Development, Natural Language Processing, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Computer Programming, Persona Development",4.7,385,
349,Retail Marketing Strategy,Coursera,Business,Beginner,1 - 4 Weeks,"Brand Strategy, Customer Insights, Brand Loyalty, Marketing Strategy and Techniques, Customer Engagement, Global Marketing, Market Trend, Consumer Behaviour, Competitive Analysis, Business Technologies, Innovation, E-Commerce",4.6,574,
350,Introduction to Computers and Office Productivity Software,Coursera,Computer Science,Mixed,1 - 3 Months,"Computer Hardware, Computer Graphics, Computer Systems, Spreadsheet Software, Document Management, Graphic and Visual Design Software, File Management",4.7,202,
351,Linux Basics: The Command Line Interface - 6,Coursera,Computer Science,Beginner,1 - 3 Months,"Command-Line Interface, Linux Commands, Linux, Embedded Systems, Computer Engineering, File Systems, Unix, Operating Systems, C (Programming Language), Performance Tuning, Open Source Technology, OS Process Management",4.6,200,
352,Strategies and Tools to Mitigate Agricultural Risk,Coursera,Business,Intermediate,1 - 4 Weeks,"Customer Analysis, Customer Insights, Marketing Analytics, Generative AI, Target Audience, Personalized Service, Marketing, Marketing Strategies, Marketing Effectiveness, Advertising Campaigns, Customer Engagement, Content Creation, Data-Driven Decision-Making, Consumer Behaviour, Digital Content, Artificial Intelligence",4.2,43,
353,Building Generative AI-Powered Applications with Python,Coursera,Information Technology,Intermediate,1 - 3 Months,"Generative AI, Web Applications, IBM Cloud, Python Programming, OpenAI, Serverless Computing, Cloud Applications, Front-End Web Development, Application Development, Artificial Intelligence, Natural Language Processing, Back-End Web Development",4.8,231,
354,Code Free Data Science,Coursera,Data Science; Information Technology,Beginner,1 - 4 Weeks,"Predictive Modeling, Data Manipulation, Predictive Analytics, Big Data, Data Mining, Data Transformation, Data Analysis, Data Science, Data-Driven Decision-Making, Unsupervised Learning, Statistical Analysis, Analytics, Software Installation",4.3,208,
355,Data Visualization in Excel,Coursera,Business,Intermediate,1 - 3 Months,"Pivot Tables And Charts, Data Storytelling, Data Presentation, Data Visualization Software, Data Visualization, Interactive Data Visualization, Spreadsheet Software, Dashboard, Microsoft Excel, Excel Macros, Infographics, Excel Formulas, Data Analysis, Data Manipulation, Forecasting",4.8,162,
356,"Organizational Leadership in Diversity, Equity & Inclusion",Coursera,Business,Intermediate,3 - 6 Months,"Diversity Equity and Inclusion Initiatives, Diversity Training, Diversity and Inclusion, Diversity Awareness, Intercultural Competence, Human Resource Strategy, Employee Retention, Demography, Benchmarking, Social Justice, Human Resources, Recruitment Strategies, Organizational Development, Peer Review, Workforce Development, Cultural Diversity, Organizational Effectiveness, Program Evaluation, Organizational Change, Human Resource Policies",4.7,376,
357,Data Scientist Career Guide and Interview Preparation,Coursera,Information Technology,Beginner,1 - 4 Weeks,"Professional Networking, Interviewing Skills, Professional Development, LinkedIn, Presentations, Data Science, Company, Product, and Service Knowledge, Recruitment, Business Writing, Portfolio Management, Data Analysis, Problem Solving, Communication",4.7,45,
358,Machine Teaching for Autonomous AI,Coursera,Information Technology,Beginner,1 - 4 Weeks,"Data Storytelling, Automation, Decision Support Systems, Artificial Intelligence and Machine Learning (AI/ML), User Story, Human Machine Interfaces, Artificial Intelligence, Machine Learning, Design Strategies, Innovation, Analysis",4.4,7,
359,Diversity and Inclusion for HR Professionals,Coursera,Business,Beginner,1 - 4 Weeks,"Balance Sheet, Contract Accounting, Revenue Recognition, Financial Accounting, Financial Reporting, Generally Accepted Accounting Principles (GAAP), Accounting, Financial Statement Analysis, Income Statement, Financial Statements, Cash Flows, Accrual Accounting, International Financial Reporting Standards, Financial Analysis, Construction Accounting",4.8,2200,
360,Basic Mathematics,Coursera,Computer Science,Beginner,1 - 3 Months,"Calculus, Trigonometry, Algebra, Mathematical Theory & Analysis, Differential Equations, Linear Algebra",4.8,1500,
362,Data Analytics for Lean Six Sigma,Coursera,Data Science,Beginner,1 - 3 Months,"Lean Six Sigma, Data Visualization, Statistical Hypothesis Testing, Minitab, Regression Analysis, Probability Distribution, Statistical Methods, Data Analysis, Statistical Analysis, Analytics, Process Improvement, Quality Control, Variance Analysis",4.8,3400,
363,Visual Development and Audio Design in Games,Coursera,Computer Science,Beginner,1 - 3 Months,"3D Modeling, Prototyping, Visualization (Computer Graphics), Computer Graphics, Multimedia, Design, Virtual Environment, Color Theory, Aesthetics",4.2,15,
364,"Ready, Set, Future! Introduction to Futures Thinking",Coursera,Business,Beginner,1 - 4 Weeks,"Business Correspondence, Target Audience, Business Communication, Strategic Communication, Business Writing, Social Media Content, Corporate Communications, Communication, Technical Communication, Generative AI, Communication Strategies, Meeting Facilitation, Content Creation, Email Marketing, Writing, Writing and Editing, Social Media, Social Media Management, Taking Meeting Minutes, Artificial Intelligence",4.7,367,
365,Vector Database Projects: AI Recommendation Systems,Coursera,Computer Science,Intermediate,1 - 4 Weeks,"Databases, MongoDB, Artificial Intelligence, Natural Language Processing, Applied Machine Learning, Data Processing, API Gateway",4.2,97,
366,Meta React Native,Coursera,Computer Science,Beginner,3 - 6 Months,"React Native, Jest (JavaScript Testing Framework), Version Control, User Research, Usability Testing, Unix Commands, Restful API, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, SQL, User Interface and User Experience (UI/UX) Design, Mobile Development, Design Research, Cross Platform Development, Linux Commands, React.js, Web Development Tools",4.6,10000,
367,New Ways of Working in an AI World,Coursera,Data Science,Intermediate,1 - 3 Months,"Artificial Intelligence and Machine Learning (AI/ML), Technical Communication, Leadership Studies, Strategic Leadership, Business Transformation, Communication, Stakeholder Communications, Technology Strategies, Program Implementation, Capacity Planning, Business Ethics, Human Capital, Business Strategies, Organizational Change, Strategic Decision-Making, Decision Making",4.9,66,
368,GenAI for Data Analysis : OpenAI Assistant API,Coursera,Information Technology,Intermediate,Less Than 2 Hours,"Data Visualization, Data Analysis, Generative AI, OpenAI, Data Processing, Data Manipulation, Artificial Intelligence, Cloud API, Python Programming",4.9,2300,
369,Human Resources Management Capstone: HR for People Managers,Coursera,Business,Mixed,1 - 3 Months,"Deep Learning, Tensorflow, Artificial Neural Networks, Technology Strategies, Business Strategy, Business Modeling, Computer Vision, Natural Language Processing, Artificial Intelligence, Machine Learning, Unsupervised Learning, Supervised Learning",4.6,28,
370,Plan de Negocios,Coursera,Business,Beginner,1 - 4 Weeks,"Product Management, Marketing, Brand Management, Brand Marketing, Product Lifecycle Management, Marketing Strategies, Marketing Communications, Marketing Channel, Communication Strategies, Consumer Behaviour, Customer Analysis, Value Propositions, Market Analysis",4.5,452,
371,Google Data Analytics,Coursera,Data Science,Beginner,3 - 6 Months,"Data Storytelling, Data Visualization, Data Presentation, Data Ethics, Rmarkdown, Interactive Data Visualization, Interviewing Skills, Data Cleansing, Data Validation, Ggplot2, Tableau Software, Presentations, Spreadsheet Software, Data Analysis, Data Visualization Software, Stakeholder Communications, Dashboard, Sampling (Statistics), Analytics, Stakeholder Management",4.8,164000,
372,SQL for Data Science,Coursera,Data Science; Information Technology,Beginner,1 - 4 Weeks,"Data Governance, SQL, Data Quality, Query Languages, Data Manipulation, Data Modeling, Relational Databases, Data Science, Data Analysis, Database Management Systems, Descriptive Statistics",4.6,17000,
373,Les Fondamentaux de la Négociation,Coursera,Business,Beginner,1 - 3 Months,"Negotiation, Contract Negotiation, Price Negotiation, Communication, Conflict Management, Relationship Building, Leadership, Interpersonal Communications, Business Communication, Persuasive Communication, Decision Making, Value Propositions, Overcoming Objections, Active Listening, Stakeholder Management, Complex Problem Solving",4.8,1100,
